timestamp,type,side,price,quantity
1778413640814,A,B,10167,0.00016000
1778413640814,A,S,10279,0.00400000
1778413640914,A,B,10258,9.74811000
1778413640914,A,B,10182,0.00432000
1778413641014,A,B,10258,0.00618000
1778413641014,A,B,10238,0.00400000
1778413641014,A,B,10237,0.49599000
1778413641014,A,B,10232,0.00200000
1778413641014,A,B,10213,0.96764000
1778413641014,A,B,10182,0.00432000
1778413641014,A,B,10106,0.00030000
1778413641014,A,B,10106,0.00010000
1778413641014,A,S,10258,1.50541000
1778413641014,A,S,10296,0.00200000
1778413641114,A,B,10258,9.74818000
1778413641114,A,B,10258,0.31511000
1778413641114,A,B,10258,0.05014000
1778413641114,A,B,10250,0.00400000
1778413641114,A,B,10246,0.00400000
1778413641114,A,B,10244,0.00007000
1778413641114,A,B,10030,0.07443000
1778413641114,A,B,10182,0.00432000
1778413641114,A,S,10258,1.50555000
1778413641114,A,S,10258,0.00092000
1778413641114,A,S,10260,0.00008000
1778413641114,A,S,10260,0.00022000
1778413641114,A,S,10260,0.00014000
1778413641114,A,S,10261,0.00014000
1778413641114,A,S,10261,0.29992000
1778413641114,A,S,10261,0.00014000
1778413641114,A,S,10268,0.00007000
1778413641114,A,S,10273,0.00618000
1778413641114,A,S,10277,0.00007000
1778413641114,A,S,10422,0.07407000
1778413641214,A,B,10241,0.00200000
1778413641214,A,B,10182,0.00416000
1778413641214,A,S,10260,0.00527000
1778413641214,A,S,10260,0.00008000
1778413641214,A,S,10261,0.01182000
1778413641214,A,S,10261,0.30006000
1778413641214,A,S,10261,0.15389000
1778413641214,A,S,10290,0.00200000
1778413641314,A,B,10258,9.75436000
1778413641314,A,B,10174,0.01237000
1778413641314,A,B,10171,1.29543000
1778413641314,A,B,10182,0.00416000
1778413641314,A,B,10182,0.00010000
1778413641314,A,B,10107,0.00900000
1778413641314,A,S,10258,1.12203000
1778413641314,A,S,10267,0.19240000
1778413641314,A,S,9846,0.00363000
1778413641414,A,B,10258,9.75429000
1778413641414,A,B,10258,0.31504000
1778413641414,A,B,10258,0.05014000
1778413641414,A,B,10250,0.00400000
1778413641414,A,B,10161,0.00309000
1778413641414,A,B,10030,0.00753000
1778413641414,A,B,10182,0.00432000
1778413641514,A,B,10258,9.76666000
1778413641514,A,B,10238,0.00400000
1778413641514,A,B,9797,0.00014000
1778413641514,A,B,10182,0.00432000
1778413641514,A,B,10106,0.00030000
1778413641514,A,S,10260,0.00014000
1778413641514,A,S,10260,0.28276000
1778413641514,A,S,10266,0.19230000
1778413641514,A,S,10288,0.00400000
1778413641614,A,B,10182,0.00432000
1778413641614,A,S,10260,0.00527000
1778413641614,A,S,10260,0.28290000
1778413641614,A,S,10261,0.15375000
1778413641714,A,B,10258,9.77903000
1778413641714,A,B,10217,0.37118000
1778413641714,A,B,10171,0.87748000
1778413641714,A,B,10046,0.00100000
1778413641714,A,B,10182,0.00416000
1778413641714,A,S,10258,0.00022000
1778413641714,A,S,10260,0.32517000
1778413641714,A,S,10274,1.53755000
1778413641714,A,S,10280,0.00008000
1778413641714,A,S,10470,0.00095000
1778413641814,A,B,10258,9.45907000
1778413641814,A,B,10182,0.00432000
1778413641814,A,S,10258,1.12217000
1778413641814,A,S,10258,0.00113000
1778413641814,A,S,10260,0.00527000
1778413641814,A,S,10260,0.00014000
1778413641814,A,S,10260,0.32305000
1778413641814,A,S,10260,0.32517000
1778413641814,A,S,10260,0.00028000
1778413641814,A,S,10261,0.00007000
1778413641814,A,S,10261,0.18836000
1778413641814,A,S,10265,0.16699000
1778413641814,A,S,10274,1.58627000
1778413641814,A,S,10334,0.00007000
1778413641914,A,B,10258,9.77841000
1778413641914,A,B,10423,62.46111000
1778413641914,A,B,10182,0.00432000
1778413641914,A,S,10260,0.00527000
1778413641914,A,S,10260,0.28683000
1778413641914,A,S,10260,0.32100000
1778413641914,A,S,10260,0.32305000
1778413641914,A,S,10260,0.00022000
1778413641914,A,S,10260,0.00014000
1778413641914,A,S,10261,0.00007000
1778413641914,A,S,10261,0.18836000
1778413642014,A,B,10258,9.83149000
1778413642014,A,B,10258,0.31469000
1778413642014,A,B,10258,0.30949000
1778413642014,A,B,10257,0.06000000
1778413642014,A,B,10257,0.00618000
1778413642014,A,B,10257,0.00008000
1778413642014,A,B,10257,0.18667000
1778413642014,A,B,10255,0.15550000
1778413642014,A,B,10255,0.06000000
1778413642014,A,B,10250,1.49494000
1778413642014,A,B,10250,2.96888000
1778413642014,A,B,10250,0.00008000
1778413642014,A,B,10232,0.44552000
1778413642014,A,B,10216,1.22544000
1778413642014,A,B,10182,0.00448000
1778413642014,A,B,10106,0.00030000
1778413642014,A,S,10258,0.24963000
1778413642014,A,S,10260,0.00527000
1778413642014,A,S,10260,0.00014000
1778413642014,A,S,10260,0.00014000
1778413642014,A,S,10260,0.00014000
1778413642014,A,S,10260,0.00008000
1778413642014,A,S,10260,0.00014000
1778413642014,A,S,10260,0.40825000
1778413642014,A,S,10261,0.00008000
1778413642014,A,S,10261,0.00014000
1778413642014,A,S,10263,0.00007000
1778413642014,A,S,10265,0.00008000
1778413642014,A,S,10267,0.35569000
1778413642014,A,S,10268,0.31473000
1778413642014,A,S,10272,0.28043000
1778413642014,A,S,10274,0.00300000
1778413642014,A,S,10275,0.32291000
1778413642014,A,S,10276,0.38218000
1778413642014,A,S,10277,0.00618000
1778413642014,A,S,10278,0.31481000
1778413642014,A,S,10280,0.09156000
1778413642014,A,S,10280,0.88494000
1778413642014,A,S,10282,0.08000000
1778413642014,A,S,10283,0.09486000
1778413642014,A,S,10283,0.06000000
1778413642014,A,S,10284,0.06000000
1778413642014,A,S,10285,0.30927000
1778413642014,A,S,10286,0.61845000
1778413642014,A,S,10290,0.04872000
1778413642014,A,S,10297,0.00400000
1778413642014,A,S,10297,0.44516000
1778413642014,A,S,10387,0.96429000
1778413642014,A,S,10387,2.96888000
1778413642014,A,S,10409,0.37111000
1778413642114,A,B,10258,9.85821000
1778413642114,A,B,10258,0.83817000
1778413642114,A,B,10258,0.05014000
1778413642114,A,B,10258,1.63299000
1778413642114,A,B,10258,0.00029000
1778413642114,A,B,10258,0.12401000
1778413642114,A,B,10257,0.06007000
1778413642114,A,B,10257,0.19629000
1778413642114,A,B,10257,0.02000000
1778413642114,A,B,10257,0.02000000
1778413642114,A,B,10257,0.30927000
1778413642114,A,B,10257,0.04618000
1778413642114,A,B,10257,0.18660000
1778413642114,A,B,10255,0.15557000
1778413642114,A,B,10253,0.28809000
1778413642114,A,B,10253,0.00060000
1778413642114,A,B,10252,0.01979000
1778413642114,A,B,10250,0.01979000
1778413642114,A,B,10246,0.00060000
1778413642114,A,B,10244,0.00007000
1778413642114,A,B,10241,0.00119000
1778413642114,A,B,10236,0.44550000
1778413642114,A,B,10197,0.00010000
1778413642114,A,B,10139,0.01937000
1778413642114,A,B,10182,0.00448000
1778413642114,A,S,10258,0.57687000
1778413642114,A,S,10258,0.00099000
1778413642114,A,S,10258,0.00014000
1778413642114,A,S,10258,0.40834000
1778413642114,A,S,10260,0.00527000
1778413642114,A,S,10260,0.18464000
1778413642114,A,S,10260,0.00014000
1778413642114,A,S,10261,0.01182000
1778413642114,A,S,10261,0.15389000
1778413642114,A,S,10263,0.00014000
1778413642114,A,S,10263,0.12314000
1778413642114,A,S,10264,0.00007000
1778413642114,A,S,10264,0.00026000
1778413642114,A,S,10265,0.40670000
1778413642114,A,S,10265,0.34681000
1778413642114,A,S,10265,0.40882000
1778413642114,A,S,10267,0.00008000
1778413642114,A,S,10269,0.34918000
1778413642114,A,S,10274,0.05172000
1778413642114,A,S,10277,0.00007000
1778413642114,A,S,10281,0.37111000
1778413642114,A,S,10284,2.30236000
1778413642114,A,S,10284,2.96888000
1778413642114,A,S,10284,0.00008000
1778413642114,A,S,10294,0.00118000
1778413642114,A,S,10453,0.08196000
1778413642214,A,B,10258,9.85835000
1778413642214,A,B,10258,0.83831000
1778413642214,A,B,10258,0.05014000
1778413642214,A,B,10258,1.63306000
1778413642214,A,B,10258,0.00022000
1778413642214,A,B,10257,0.06007000
1778413642214,A,B,10257,0.19622000
1778413642214,A,B,10257,0.04000000
1778413642214,A,B,10257,0.18667000
1778413642214,A,B,10256,0.31545000
1778413642214,A,B,10233,0.00200000
1778413642214,A,B,10195,0.00465000
1778413642214,A,B,10182,0.00448000
1778413642214,A,S,10258,0.57680000
1778413642214,A,S,10258,0.00092000
1778413642214,A,S,10258,0.40848000
1778413642214,A,S,10260,0.18464000
1778413642214,A,S,10265,0.39853000
1778413642214,A,S,10265,0.36022000
1778413642214,A,S,10265,0.40261000
1778413642214,A,S,10265,0.00008000
1778413642214,A,S,10268,0.00007000
1778413642214,A,S,10297,0.00200000
1778413642314,A,B,10258,9.85821000
1778413642314,A,B,10258,0.83817000
1778413642314,A,B,10253,0.00060000
1778413642314,A,B,10250,0.01161000
1778413642314,A,B,10182,0.00448000
1778413642314,A,S,10265,0.39444000
1778413642314,A,S,10265,0.29428000
1778413642314,A,S,10267,0.18985000
1778413642314,A,S,10289,0.00800000
1778413642314,A,S,10347,0.00010000
1778413642415,A,B,10182,0.00480000
1778413642415,A,B,10182,0.00010000
1778413642415,A,S,10258,0.57671000
1778413642415,A,S,10258,0.00092000
1778413642415,A,S,10274,0.05172000
1778413642415,A,S,10281,0.00400000
1778413642514,A,B,10233,0.00200000
1778413642514,A,B,10131,0.07527000
1778413642514,A,B,9962,0.00753000
1778413642514,A,B,10182,0.00480000
1778413642514,A,B,10106,0.00030000
1778413642514,A,S,10258,0.57657000
1778413642514,A,S,10258,0.00022000
1778413642514,A,S,10258,0.40840000
1778413642514,A,S,10260,0.00022000
1778413642514,A,S,10261,0.00022000
1778413642514,A,S,10265,0.38831000
1778413642514,A,S,10265,0.40957000
1778413642514,A,S,10265,0.39043000
1778413642514,A,S,10265,0.00008000
1778413642514,A,S,10268,0.00008000
1778413642514,A,S,10269,0.00008000
1778413642514,A,S,10271,0.00008000
1778413642514,A,S,10272,0.39238000
1778413642514,A,S,10275,0.31890000
1778413642514,A,S,10279,0.00008000
1778413642514,A,S,10284,2.30244000
1778413642514,A,S,10286,0.00008000
1778413642514,A,S,10293,0.08105000
1778413642514,A,S,10297,0.00200000
1778413642614,A,B,10251,0.01986000
1778413642614,A,B,10246,0.00061000
1778413642614,A,B,10174,1.30780000
1778413642614,A,B,10182,0.00480000
1778413642614,A,S,10258,0.57645000
1778413642614,A,S,10265,0.29183000
1778413642714,A,B,10258,0.00008000
1778413642714,A,B,10256,0.00008000
1778413642714,A,B,10252,0.00008000
1778413642714,A,B,10250,1.49502000
1778413642714,A,B,10244,0.00008000
1778413642714,A,B,10181,0.27232000
1778413642714,A,B,10046,0.00100000
1778413642714,A,B,10182,0.00480000
1778413642714,A,S,9500,0.00092000
1778413642714,A,S,10470,0.00095000
1778413642814,A,B,10257,0.00050000
1778413642814,A,B,10254,0.02057000
1778413642814,A,B,10182,0.00480000
1778413642814,A,S,10261,0.00036000
1778413642814,A,S,10274,0.00300000
1778413642814,A,S,10297,0.00200000
1778413642914,A,B,10182,0.00480000
1778413642914,A,S,10290,0.09744000
1778413642914,A,S,9742,0.00092000
1778413643014,A,B,10237,0.01496000
1778413643014,A,B,10182,0.00480000
1778413643014,A,B,10106,0.00030000
1778413643014,A,S,10258,0.56905000
1778413643014,A,S,10371,0.00618000
1778413643114,A,B,10233,0.00200000
1778413643114,A,B,10182,0.00464000
1778413643114,A,S,10263,0.32974000
1778413643114,A,S,10297,0.00200000
1778413643114,A,S,10456,0.07697000
1778413643114,A,S,10457,0.07697000
1778413643214,A,B,10258,9.85828000
1778413643214,A,B,10258,0.83824000
1778413643214,A,B,10258,0.00022000
1778413643214,A,B,10258,0.00029000
1778413643214,A,B,10244,0.00007000
1778413643214,A,B,10198,0.00130000
1778413643214,A,B,10159,0.00349000
1778413643214,A,B,10182,0.00464000
1778413643214,A,S,10258,0.56919000
1778413643214,A,S,10263,0.31186000
1778413643214,A,S,10263,0.32706000
1778413643214,A,S,10277,0.00007000
1778413643314,A,B,10258,9.85610000
1778413643314,A,B,10251,0.00007000
1778413643314,A,B,10165,0.00349000
1778413643314,A,B,10182,0.00464000
1778413643314,A,S,10258,0.56919000
1778413643314,A,S,10263,0.32093000
1778413643314,A,S,10263,0.31064000
1778413643314,A,S,10263,0.31179000
1778413643314,A,S,10263,0.00070000
1778413643414,A,B,10171,0.00349000
1778413643414,A,B,10182,0.00464000
1778413643414,A,S,10258,0.56919000
1778413643414,A,S,10263,0.28619000
1778413643414,A,S,10263,0.31889000
1778413643414,A,S,10263,0.32086000
1778413643514,A,B,10258,9.85589000
1778413643514,A,B,10258,0.83803000
1778413643514,A,B,10177,0.00349000
1778413643514,A,B,10182,0.00448000
1778413643514,A,B,10182,0.00030000
1778413643514,A,B,10106,0.00030000
1778413643514,A,S,10258,0.54900000
1778413643514,A,S,10261,0.00014000
1778413643514,A,S,10263,0.00007000
1778413643514,A,S,10263,0.31480000
1778413643514,A,S,10263,0.28612000
1778413643514,A,S,10263,0.00008000
1778413643514,A,S,10265,0.29191000
1778413643514,A,S,10265,0.39035000
1778413643514,A,S,10265,0.00008000
1778413643514,A,S,10273,0.31686000
1778413643514,A,S,10274,0.00300000
1778413643514,A,S,10282,0.00008000
1778413643514,A,S,10283,0.08000000
1778413643514,A,S,10285,0.01470000
1778413643514,A,S,10290,0.09744000
1778413643514,A,S,10293,0.08097000
1778413643514,A,S,10294,0.00008000
1778413643614,A,B,10258,9.85578000
1778413643614,A,B,10258,0.83810000
1778413643614,A,B,10184,0.00349000
1778413643614,A,B,10087,0.10895000
1778413643614,A,B,10182,0.00432000
1778413643614,A,B,10182,0.00010000
1778413643614,A,S,10437,0.10895000
1778413643714,A,B,10217,0.37110000
1778413643714,A,B,10190,0.00348000
1778413643714,A,B,10174,0.95275000
1778413643714,A,B,10046,0.00100000
1778413643714,A,B,10182,0.00416000
1778413643714,A,S,10258,0.54756000
1778413643714,A,S,10288,0.00400000
1778413643714,A,S,10289,0.00400000
1778413643714,A,S,10297,0.00400000
1778413643714,A,S,10387,0.07808000
1778413643714,A,S,10470,0.00095000
1778413643814,A,B,10257,0.00083000
1778413643814,A,B,10196,0.00348000
1778413643814,A,B,10182,0.00432000
1778413643814,A,S,10280,0.00400000
1778413643914,A,B,10202,0.00348000
1778413643914,A,B,10182,0.00432000
1778413644014,A,B,10258,9.85776000
1778413644014,A,B,10258,0.83782000
1778413644014,A,B,10257,0.00618000
1778413644014,A,B,10256,0.30927000
1778413644014,A,B,10208,0.00348000
1778413644014,A,B,10182,0.00432000
1778413644014,A,B,10106,0.00030000
1778413644014,A,S,10276,0.00618000
1778413644014,A,S,10300,0.00618000
1778413644014,A,S,10425,0.00123000
1778413644014,A,S,10257,0.00020000
1778413644114,A,B,10214,0.00348000
1778413644114,A,B,10182,0.00432000
1778413644114,A,S,10366,1.57645000
1778413644214,A,B,10244,0.00007000
1778413644214,A,B,10242,0.00200000
1778413644214,A,B,10239,0.00540000
1778413644214,A,B,10220,0.00348000
1778413644214,A,B,10182,0.00432000
1778413644214,A,S,10258,0.96821000
1778413644214,A,S,10263,0.31473000
1778413644214,A,S,10265,0.29895000
1778413644214,A,S,10277,0.00007000
1778413644214,A,S,10288,0.00400000
1778413644214,A,S,10290,0.00200000
1778413644314,A,B,10226,0.00348000
1778413644314,A,B,10182,0.00448000
1778413644414,A,B,10233,0.00348000
1778413644414,A,B,10182,0.00448000
1778413644414,A,B,10107,0.00300000
1778413644514,A,B,10239,0.00140000
1778413644514,A,B,10239,0.00348000
1778413644514,A,B,10239,0.00400000
1778413644514,A,B,10182,0.00448000
1778413644514,A,B,10106,0.00030000
1778413644514,A,S,10263,0.00015000
1778413644514,A,S,10265,0.00008000
1778413644614,A,B,10250,0.00400000
1778413644614,A,B,10247,0.00400000
1778413644614,A,B,10245,0.00348000
1778413644614,A,B,10087,0.10895000
1778413644614,A,B,10182,0.00448000
1778413644614,A,B,10182,0.00030000
1778413644614,A,S,10258,0.96682000
1778413644614,A,S,10265,0.39648000
1778413644614,A,S,10265,0.29428000
1778413644614,A,S,10265,0.39861000
1778413644614,A,S,10265,0.00008000
1778413644614,A,S,10273,0.40471000
1778413644714,A,B,10046,0.00100000
1778413644714,A,B,10182,0.00448000
1778413644714,A,B,10182,0.00010000
1778413644714,A,S,10470,0.00095000
1778413644814,A,B,10258,9.85764000
1778413644814,A,B,10242,0.00200000
1778413644814,A,B,10178,0.56898000
1778413644814,A,B,10182,0.00464000
1778413644814,A,S,10260,0.00038000
1778413644814,A,S,10262,0.00073000
1778413644814,A,S,10263,0.00348000
1778413644814,A,S,10290,0.00200000
1778413644814,A,S,10290,0.04872000
1778413644814,A,S,10366,0.59191000
1778413644914,A,B,10258,9.85917000
1778413644914,A,B,10258,0.83831000
1778413644914,A,B,10257,0.18660000
1778413644914,A,B,10256,0.19855000
1778413644914,A,B,10255,0.31546000
1778413644914,A,B,10214,0.87974000
1778413644914,A,B,10213,0.44563000
1778413644914,A,B,10182,0.00480000
1778413644914,A,S,10258,0.97006000
1778413644914,A,S,10261,0.00014000
1778413644914,A,S,10261,0.36181000
1778413644914,A,S,10263,0.00008000
1778413644914,A,S,10266,0.23009000
1778413644914,A,S,10269,0.00348000
1778413644914,A,S,10274,0.05172000
1778413644914,A,S,10275,0.00618000
1778413645014,A,B,10258,9.85790000
1778413645014,A,B,10182,0.00480000
1778413645014,A,B,10106,0.00030000
1778413645014,A,S,10258,0.97013000
1778413645014,A,S,10261,0.15389000
1778413645014,A,S,10261,0.35779000
1778413645014,A,S,10261,0.32786000
1778413645014,A,S,10261,0.00021000
1778413645014,A,S,10263,0.12300000
1778413645014,A,S,10265,0.52048000
1778413645014,A,S,10273,0.00618000
1778413645014,A,S,10275,0.00348000
1778413645014,A,S,10282,0.30928000
1778413645014,A,S,10295,0.00400000
1778413645114,A,B,10254,0.02000000
1778413645114,A,B,10182,0.00480000
1778413645114,A,S,10258,1.37458000
1778413645114,A,S,10261,0.15389000
1778413645114,A,S,10261,0.35370000
1778413645114,A,S,10261,0.35575000
1778413645114,A,S,10261,0.00014000
1778413645114,A,S,10261,0.00007000
1778413645114,A,S,10273,0.40266000
1778413645114,A,S,10273,0.00008000
1778413645114,A,S,10282,0.00348000
1778413645214,A,B,10244,0.00007000
1778413645214,A,B,10182,0.00480000
1778413645214,A,S,10258,1.37458000
1778413645214,A,S,10261,0.15389000
1778413645214,A,S,10261,0.00014000
1778413645214,A,S,10261,0.35370000
1778413645214,A,S,10263,0.00007000
1778413645214,A,S,10277,0.00007000
1778413645214,A,S,10288,0.00348000
